cor,x1,x2,y
azul,1.1005192452767676,7.18531318122246,4.0885006542560784
vermelho,2.279351625419417,0.7296833292568772,7.164157035641555
azul,4.271077886262563,8.211261044851797,7.5641238944331946
azul,8.18014765922493,4.930351215402048,9.817846515664124
verde,8.607305832563434,8.467830271688292,29.011911653285463
verde,0.06952130531190703,6.007397744503934,3.7720745501184494
verde,5.107473025775658,6.818330320328587,18.874205630160148
vermelho,4.17411003148779,9.935015603957082,14.402486841980684
verde,2.2210781047073027,2.3233554592401817,8.496171709819354
verde,1.198653673336828,6.239455747613883,5.335299047093358
vermelho,3.3761517140362796,4.603213900573984,8.246632608349179
verde,9.429097039125192,0.39451952922691436,29.849879630264855
vermelho,3.2320293202075523,0.14470641502865034,6.333113603352625
vermelho,5.187906217433661,1.1922857781785867,12.159547141974627
azul,7.030189588951778,6.490917405385481,10.1259673437292
azul,3.63629602379294,5.671630879133922,5.504455035071379
verde,9.717820827209607,5.534295611637274,31.61734950978075
vermelho,9.624472949421111,0.31856762528260085,18.44017991593383
azul,2.5178229582536416,4.69302996360007,4.2987851776512525
azul,4.972485058923855,9.246228178425286,9.796524854701742
azul,3.0087830981676964,3.975918693106466,5.50834753508995
azul,2.848404943774676,6.249224697884563,4.38282596946266
verde,0.36886947354532795,7.798186756231436,4.988333791242603
azul,6.095643339798968,7.839252791418875,9.428653999948654
verde,5.026790232288615,5.192800823952713,17.02835629988339
vermelho,0.5147875124998935,8.579519454023362,5.452019371144544
verde,2.7864646423661146,3.9137809336374696,9.765832521227866
azul,9.082658859666537,8.886932147847983,14.908262928437203
vermelho,2.395618906669724,2.402271663955453,7.180435521568235
vermelho,1.448948720912231,2.8021640699057104,5.480807770719357
verde,4.89452760277563,0.531206241990011,14.454275733831594
vermelho,9.856504541106007,7.955818365422829,22.728419430004106
verde,2.4205527151150044,4.170552362327056,9.428964255896657
vermelho,6.721355474058786,2.29116613911399,14.4379456513883
verde,7.616196153287175,2.3179027761657967,23.398716685521055
azul,2.3763754399239967,9.013999412292332,5.707640699403202
verde,7.282163486118596,8.33916600461037,25.974555491392902
verde,3.677831327192532,5.535308853571833,13.39707895811104
azul,6.3230583059357945,6.161108004157211,10.09195934505242
verde,6.335297107608947,4.74325570550291,22.042625227099776
verde,5.357746840747585,3.9166654287880887,19.132373042059516
vermelho,0.902897700544083,9.154768812183315,5.123884255299785
verde,8.35302495589238,1.2561270352030207,26.088196692972282
vermelho,3.2078006497173583,4.184467897162279,7.780369541782185
azul,1.8651851039985423,3.445619079878753,2.367580433126834
vermelho,0.40775141554763916,4.981507202511484,2.87765419540231
vermelho,5.908929431882418,4.576318745451751,15.17472321662533
azul,6.775643618422825,5.1888953165108145,8.997772923107746
vermelho,0.16587828927856152,1.399189772269941,2.5968061246512057
azul,5.12093058299281,5.131415015132771,8.23551660607953
verde,2.2649577519793795,2.4241881388721085,7.612876846393616
verde,6.451727904094499,1.8433134898819126,21.436888886130863
vermelho,1.7436642900499144,0.6483421878619122,4.2568964461450705
verde,6.90937738102466,7.626525587561409,23.608835548407978
azul,3.867353463005374,4.274419208565599,7.863365702868689
verde,9.367299887367345,6.2664368331175835,31.4945969017473
azul,1.3752094414599325,7.275933433047434,5.0319723499691404
verde,3.410663510502585,6.793166653135535,12.773041188169907
vermelho,1.1347352124058907,4.705007190896823,5.801512287867931
verde,9.246936182785628,3.8789852895172983,30.197576620476838
verde,8.77339353380981,3.759599096406637,28.82921832992799
verde,2.579416277151556,6.400487969300563,10.430961472579183
azul,6.59984046034179,4.947943549418734,9.907912806961226
azul,8.172222002012159,8.491322479885106,13.329696835525514
vermelho,5.5520081159946235,8.747019843267122,14.808747914841685
azul,5.296505783560065,1.7056037800651846,4.732317533911665
verde,2.418522909004517,1.3623365154572564,8.518110044081102
verde,0.9310276780589921,6.3040092603599955,4.371740714751234
azul,8.972157579533267,3.012257480622794,10.630302097682442
verde,9.004180571633304,0.1857071876509886,26.6581502039381
vermelho,6.33101457273268,8.88642669362955,18.323907703069054
vermelho,3.390297910487007,2.2690076724380823,7.522255766425848
azul,3.492095746126609,9.292806516858091,9.245771976559459
azul,7.259556788702394,7.174344508782537,10.332519598730636
vermelho,8.971102599525771,7.6265348991148425,22.755463653668578
vermelho,8.870864242651173,2.014614957931604,20.80937750810498
azul,7.798755458576238,2.341944256168129,7.901680448294063
azul,6.420316461542877,5.212677538240658,9.318690952394114
azul,0.8413996499504883,1.7209985264986216,4.450681329109864
verde,1.6162871409461377,3.0543169268303227,6.4426087131564955
azul,8.985541885270793,3.2146247794780445,10.654642545239463
azul,6.0642905965958995,1.596299332527641,7.65093921021074
verde,0.09197051616629648,2.0518283339516072,1.3429065795694473
vermelho,1.014715428660321,7.885518420082565,4.264964072791373
azul,6.635017691080558,1.6719585454726837,8.603284338655838
verde,0.05061583846218687,0.28457391843922486,-1.7088139392590196
azul,1.6080805141749865,6.293549426289385,4.338063576181337
azul,5.487337893665861,9.7598311939245,11.57467923978476
verde,6.918951976926932,3.312138146231214,22.056382575253615
vermelho,6.519612595026006,1.186557031962523,12.938807213568868
verde,2.242693094605598,5.703873253675308,10.45927981582101
azul,7.121792213475358,9.063542110956462,10.802448482119203
vermelho,2.3724908749680007,7.8406177982847876,7.443064929486441
verde,3.2539969815926773,6.22515868412716,13.149084274334893
verde,7.464914051180242,3.1505649660759936,23.78710133816613
vermelho,6.496328990472147,5.4188017327622,14.45838573313655
azul,8.49223410494178,0.9124484130425536,9.585410851457926
verde,6.576128923003433,6.789454242806699,23.58760149599088
verde,5.683086033354716,7.250960188976508,20.314983177946768
verde,0.9367476782809248,9.650316229099188,7.344069143267422
azul,3.6771580305943354,2.6039735874507164,5.44953756632885
verde,2.6520236768172545,0.18456419043022643,9.238714545418944
vermelho,2.4398964337908358,5.456084644271506,7.3250419796081
vermelho,9.730105547524456,7.067905043968144,23.64885211004113
verde,3.930977246667604,7.90407475882988,16.31016933650235
verde,8.920465551771134,1.937389330248106,28.609398613146432
vermelho,6.311386259972629,2.6175286903702366,13.970846063873841
vermelho,7.948113035416484,5.1259092526729635,17.546855183103094
verde,5.026370931051921,3.3060080997000183,16.269617689805802
vermelho,5.769038846263591,8.60511486587445,16.183488591246054
azul,4.925176938188639,4.737601537387203,9.112442085263833
azul,1.952429877980445,7.99578644102003,5.466303475294182
azul,7.224521152615053,5.806197604823538,10.932407398554222
azul,2.807723624408558,7.73090141617112,6.345117881817358
vermelho,0.2431596643145384,3.326729865303238,2.260153017166832
azul,6.454722959071678,8.314166219303111,12.127202817986825
verde,1.7711067940704894,2.7457231555102157,7.45047454138701
verde,9.404585843529143,5.460988080032908,29.702952297862925
azul,9.539285770025874,2.1400711317387424,10.036846312083654
verde,9.148643902204485,4.755265216261933,31.07978565918578
azul,3.7015870025544437,3.1817520950870315,5.434341092726455
azul,0.15456616528867428,2.6670343063721424,0.339243198858882
azul,9.283185625877254,9.669850180280374,13.29915827104372
verde,4.281841483173143,1.6007410548673062,14.349388499664256
verde,9.666548190436696,7.873258374573952,33.9306840398147
azul,9.636199770892528,9.841649594832148,14.574879869790777
azul,8.530094554673601,0.1990148374007783,11.104915774310093
azul,2.944488920695857,6.99027414042095,7.263778354361971
azul,3.8509772860192526,2.529118055562871,4.872055244167788
vermelho,8.511366715168569,0.40487824328304445,16.409466503879315
azul,3.1692200515627764,4.028895789566308,4.208783641706889
verde,1.6949274668609249,9.35217810170875,10.09629277191752
azul,5.568012624583502,0.11765094366997686,5.138061051505083
vermelho,9.36154774160781,5.878856919297817,23.33626769684795
verde,6.96029796674973,5.0139647859532435,24.854188096143673
vermelho,5.700611700893649,8.733841643710475,16.401210771139763
azul,0.9717649377076854,0.8400171452062566,0.21277733735391813
verde,6.150072266991698,6.815260298866503,21.185628077855938
azul,9.900538501042632,6.801096984332773,14.55676451895012
verde,1.4008401523652403,6.6908001686228324,6.984854341612035
verde,5.183296523637368,9.42334494935037,21.383703779506813
verde,8.773730719279554,8.230875290068804,30.91123372590782
vermelho,7.407686177542044,0.4197272624350601,15.076953871114807
azul,6.97015740995268,4.7108285070451315,8.622738850539806
vermelho,7.024840839871093,3.979530562013335,15.945203117224104
vermelho,3.5949115121975517,3.1014722109080206,8.930207084724012
azul,2.9359184426449336,4.513367251540973,6.225140966716541
azul,8.093611554785136,3.8419418492597748,9.12884687878127
azul,8.101133946791808,4.323338998786653,9.99998660365902
verde,8.670723185801037,9.792618656086425,30.95330201737861
vermelho,9.132405525564714,0.8863297474958076,19.370654282563496
vermelho,5.113423988609378,9.222308698387298,13.92953798888963
vermelho,5.015162946871996,4.802367134710267,11.11493966821191
vermelho,7.9829517896677515,6.237422454995412,19.758579958543258
vermelho,6.4996393077776515,8.301829666176939,15.63224433369707
verde,7.019668772577034,3.6046302914925556,24.146301178239547
azul,7.95792669436101,4.304219080879669,9.954110137317937
verde,8.900053418175663,4.09518480278714,27.20022157364611
verde,3.379951568515358,3.7473102253575985,11.533089598821379
verde,3.75582952639944,9.25529321646895,16.27425882050203
azul,0.93981939840869,8.289298911930121,4.551767766818773
azul,5.78280140996174,1.089999898629761,6.347831108100968
vermelho,0.35942273796742086,1.0812335247709604,1.9995406040256083
verde,4.655980181324601,4.278695148529912,15.90509778285114
vermelho,5.426446347075766,0.9865737673280905,10.409121901349442
azul,2.865412521282844,6.190930952711197,5.661894000266602
azul,5.9083326056901075,1.4369160726173391,8.041630778458037
azul,0.3050024993904943,5.223732639668011,4.601933164557684
azul,0.37348188749214417,0.07219947003717753,-1.6103445514315422
verde,8.226005606596583,3.1659634841264674,27.35202647104446
vermelho,3.601906414112629,6.7719072367265545,10.839914162623892
azul,1.2706051265188478,4.840389402278484,4.61478250677824
vermelho,5.222432600548044,9.782694859989881,14.785724370823399
azul,7.699935530986108,8.741037960662108,10.302191001815677
vermelho,2.1582102749684315,3.5907077904315123,6.696263233800081
vermelho,6.228904758190002,0.454865414722746,11.744264962458661
azul,0.85347464993768,8.456263001150187,3.6933137190279215
azul,0.516817211686077,9.112343103146713,3.7545873807859675
vermelho,5.31354631568148,8.206273934190367,15.331143380873478
verde,5.406351216101065,1.2794994091976486,16.998255818931217
azul,6.374299014982066,9.979151344122878,12.14634070891818
azul,7.260913337226615,2.5858422155277383,9.222909699486848
verde,9.758520794625346,7.242049128083701,32.47565338333413
verde,5.163003483011953,9.080348763357215,19.95871125683701
azul,3.2295647294124596,2.356871143307094,3.8965627722834677
azul,7.9518619476870365,9.08258554677066,12.282826948206877
azul,2.708322512620742,3.09481579194867,3.2884756706140115
azul,4.389714207056361,9.764132223840562,9.662264612850977
vermelho,0.7845638134226596,2.812600203804746,4.050548477729449
vermelho,0.2535074341545751,9.534358247578352,4.457580962277339
vermelho,9.626484146779251,0.535446508926749,20.801961193423217
azul,8.359801205122059,7.09272011669813,12.019682759949065
vermelho,6.95974206093698,5.321111338370037,16.821118767464792
azul,4.089529444142698,4.778770771227307,4.779485310148834
azul,1.7329432007084578,2.2349431425584,1.0431524624219235
vermelho,1.5643704267108605,7.0559578977649196,6.800836165083863
azul,2.502428981645953,1.908094914463071,4.246208563509496
vermelho,5.4922666470612045,5.528417959847682,13.077361830401298
vermelho,7.145959227000623,2.5324536304025083,17.22823916978559
vermelho,6.601973767177313,9.55621379781356,18.716990407515723
vermelho,2.7993389694594284,0.28631193835652824,4.833492656389136
vermelho,9.54865280663194,1.9972828011123656,20.12679568087357
verde,7.378969166957685,2.423106063874477,25.825389666533706
verde,5.543540525114007,4.140678257678164,17.458396701381393
verde,6.117207462343522,2.327302418700535,20.04354353529594
verde,4.196000624277899,4.913490902687853,14.722002771454282
verde,2.4773098950115746,8.72465523258539,12.501153592245933
vermelho,3.559726786512616,7.120634214091708,11.947044326389467
azul,7.578461104643691,5.79961980535111,10.09203391860788
azul,0.14393488629755868,0.8900317798267965,1.7078630479181307
vermelho,1.1607264050691624,6.939921083892756,8.012616746356663
azul,0.4600264202175275,1.6641428431093985,1.3583725791164614
azul,0.40728802318970136,7.86367385961698,5.124013640492377
verde,8.554605840110073,2.500567585101532,26.32366054267771
verde,7.036578593800237,4.170487283209009,23.214238732036428
verde,4.741738290873252,3.504702023179279,15.800890791501155
azul,0.9783416065100148,8.588139146748567,6.069347105542894
verde,4.916158751168323,1.2654445871340814,16.585874482828935
vermelho,4.734717707805657,5.656448823847886,12.188004978417796
azul,1.7320186991001518,1.4206160944306223,3.9759495920483863
azul,4.33851649237973,7.047958361321866,9.392543114602292
verde,3.9850473439737346,9.050781277944811,17.32738641407351
vermelho,6.158500980522165,4.346076538672534,13.974013698658869
verde,6.350936508676438,4.8809226026497585,20.881442010614293
verde,0.4530400977204452,9.274228364827623,5.183853120885108
azul,3.746126146264712,5.209913886493571,7.300249159749659
azul,6.258599157142363,4.875984380495609,7.484823139900803
verde,5.031362585800877,5.783291027043042,18.66257092503516
azul,8.564898411883222,6.8922973636295195,10.92993774587387
azul,6.58693631618945,1.0688337508703138,7.94489931146658
azul,1.629344270814297,8.211105277415161,5.752116492252438
verde,0.7056874740042984,4.3550502745325925,5.628226121139019
azul,6.424192782063156,0.7234850989748554,7.927389909871855
verde,0.26511310541621813,7.861826691982131,6.161318074241831
azul,5.8577558127346325,3.769499716862721,9.203324389455107
vermelho,9.402302414249576,1.0036749509505394,19.45007313796262
azul,5.75474177875879,6.337790395432505,7.7648439100504385
verde,3.881699262065219,8.801313534336417,14.99323149836649
azul,6.432882184423532,8.877535094139864,8.784801202177526
verde,4.582528904915167,9.576634748089731,17.452238255362275
verde,5.45616789315935,8.67705459766688,20.77585463601614
azul,9.41464808776525,0.02140919345475223,8.865698503667463
verde,3.8610263780077423,3.8024116641339023,13.304149361680325
azul,9.611905638239142,8.18542579905503,14.197333957228057
vermelho,9.053506419560637,3.662530059984742,19.634212611047886
verde,1.9579113478929644,6.015485063797062,7.759647775164839
verde,0.6936130087516545,6.063169473745321,5.059190095564192
verde,1.0077800137742665,3.6502530403882307,3.94997607474407
verde,0.18221825651549728,9.044739272812876,4.798237908973866
vermelho,0.944429607559284,5.032283453861176,5.74777790647216
vermelho,6.830067734163569,4.647842059375008,15.713551193918468
azul,0.7118864846022899,9.97513745661896,7.470412766259514
verde,3.189756302937613,4.935003640726166,13.46840671611389
verde,8.448753109694545,1.7839825192858105,25.658945280147496
vermelho,0.23271935735825866,5.130694228634381,1.9196620626179322
azul,8.144684825889358,8.140167355199301,12.162214341568815
vermelho,2.8185477477339993,7.768603268982814,10.674724893356295
vermelho,1.1816482762165625,7.88581765108471,5.816014471746792
azul,6.967371653641506,7.080237839979118,11.415580871893205
verde,6.28942846779884,2.5421782906668824,21.34781453786605
verde,8.77472013527053,8.620840858402314,29.860555184650142
vermelho,7.350710438038858,8.93443465376265,18.492587114670453
vermelho,8.034809303848485,1.9415269661854906,17.753044122916723
vermelho,2.820345725713065,1.3045563655139392,6.44481718382467
azul,1.7743954377972282,9.75604968589112,5.96635875419911
azul,7.506147516408584,8.683239636503679,11.495586886540837
vermelho,8.06834739267264,8.932361472099467,20.532355968667595
verde,9.905051420006734,8.863763846243952,32.582181758186714
verde,4.126176769114265,5.416868240337283,15.852607533994131
azul,3.720180857927832,6.4640173666579965,6.473497352317639
azul,7.764129607419968,5.453628521336417,7.707227644290079
verde,3.4080354025301784,0.5120634919032907,10.456266985232729
azul,9.307573256035647,7.4550308535277265,12.293517423906003
verde,8.584127518430119,5.053320333358803,29.967864914272436
vermelho,4.289940273750183,6.477090747902298,11.232980900531548
azul,7.508710677914974,5.026398049755353,8.92426633921404
vermelho,7.545428740846823,4.91811322322456,18.057846763267943
azul,1.031238688359326,1.7178910947776682,1.229736867740577
azul,9.025529066795666,2.7871371514114895,9.639641441249179
vermelho,5.052523724478571,1.588526919439558,11.408812291501327
vermelho,8.264574661077416,1.9566629562534243,16.467013492391978
azul,3.2004960103061175,9.729773804203049,6.608109254208189
vermelho,8.955232284962005,1.5311344577219843,20.402029800879337
verde,3.892016787341631,2.6927042430520762,13.601901221151575
verde,0.1083765148029836,5.90589657738585,3.0138685481075105
vermelho,9.053819764192637,6.1017857623664185,21.155055199866545
verde,0.9128667678613356,1.5397412974382907,4.014335310419308
verde,3.1931363759041487,7.937174257852123,14.521333706251928
verde,9.50061967050805,7.85202867912825,31.671898059773262
azul,9.506071469375561,2.373177042038911,11.058806516360699
verde,5.734378881232861,2.8866630267546043,18.13976398086565
verde,6.318372121697992,9.37987865459497,23.456074447878837
vermelho,4.4844552197831975,8.25671445979478,13.25796053692869
verde,2.9321077169806453,6.977970330625238,12.278629743201881
azul,3.2866454536991596,0.8223322151060053,4.433378459554734
azul,6.725184560770384,4.182640809025758,9.303591524398858
vermelho,7.5237452943768,5.593018720768271,16.33583073976556
azul,7.915790437258485,1.8741128798377693,7.495023670111928
azul,7.896181427945539,4.482265821082246,9.767597653727368
verde,0.9120610304869037,6.0102587748869,7.569937741345987
verde,4.944203047025814,3.273766801153992,15.617900709152837
azul,0.5755876001664428,7.809448189504872,4.272088985306126
vermelho,5.495288823237355,8.404495816388055,14.656479527712214
vermelho,4.41530501373377,3.2360946943407076,9.894612990549813
verde,8.877041827582998,8.386571544924571,31.002650999116334
azul,3.5091501255207866,1.0357656610301502,5.427810232231513
verde,1.1706701642760586,8.377290986226564,8.156624385822047
vermelho,1.4299168205283586,1.527504316676166,2.8200548379677075
azul,7.615106317174723,0.8292715250972604,10.78297159052656
verde,6.182180633162611,6.417754044410112,21.833992142654015
verde,1.0112267612279024,4.719373657552943,4.816146156078065
vermelho,0.8410680611499743,9.078906004128328,7.633685499041702
verde,7.009691314591199,3.631891960908492,22.375949306284024
vermelho,0.7276300636419353,2.8715226343762867,4.553935099459457
vermelho,8.218600592903563,5.0073490614419836,18.070232925561452
azul,7.062422271564962,4.559461857686613,10.77218358932964
azul,0.8134878064189976,3.4442804621718826,2.736675701786633
verde,0.8483771408519192,6.9374129869832855,7.304890148749834
vermelho,9.866395785011754,7.595618339139083,25.43236644829459
vermelho,3.742707957561203,8.529839690301365,10.617728469751835
azul,3.706421470668909,9.728566047103428,9.846476314978945
azul,8.127995672575025,2.6665619213250444,8.052372728812143
vermelho,9.472485773838587,7.160934824899615,21.478254604878753
azul,9.860010638228708,3.9425823549574526,11.027892355914997
verde,7.533781852589416,6.770819719511081,26.49039205370165
vermelho,3.762595855309158,4.7598169034922035,9.938116039299278
azul,0.8350071669866876,9.937731027679316,5.63673659666351
verde,7.771469159274368,7.289021357907499,27.105153435799213
vermelho,5.58404249735805,9.524913004343246,16.521831086181198
verde,4.242220092469763,8.349695494811858,17.56975614875657
verde,9.06354385094736,9.02901011163371,32.79930344427407
vermelho,1.1119748230615134,8.14419197214675,8.11608044496384
verde,4.926251042908591,4.591591303759114,17.053186408163853
azul,0.11353644767419069,2.5178845334688438,0.8513897522776963
azul,4.6866064199412625,3.703201754505222,7.151743426379062
azul,0.5630327568183735,0.20236232639950447,-0.4800408962464945
verde,1.1881791626807192,5.239931674646671,5.505799193253882
azul,1.1752624677710488,5.050578002704087,4.699932415515882
verde,6.492103021160636,5.252504648304882,21.97843301281664
azul,7.460448792654233,9.740312249720638,11.122412459156514
vermelho,5.833687650971596,9.114540034548392,14.734842253852213
verde,9.621725484745419,1.61712778330108,29.7224570252806
verde,3.748705795237041,3.688825215558892,14.23242653045858
azul,2.8571208628186073,4.239561794632619,6.1054475376661035
vermelho,8.685991281894603,3.6053291785164774,19.28552765594028
azul,2.235958385194526,7.984959636039131,8.237347622310219
azul,9.632225394406113,5.2403766986758695,12.147593377803586
vermelho,0.12154474689816341,5.720998169716251,2.9650209552570415
vermelho,9.69878826707639,8.530135589879254,21.09520841935341
azul,0.43159911950576113,8.059281534153586,4.0138769374213386
vermelho,8.911431136980712,1.3221152282029969,19.335934922971415
azul,5.277011090862999,7.139145840836343,10.410545348140873
verde,9.929647961193004,4.354361289020355,31.1358898944219
azul,0.7379656473539886,2.9464890306250044,2.6734624919595396
verde,5.538542844013207,0.5001882090218635,17.91260166887384
azul,9.69302535619099,4.87249560345451,12.140481311114144
vermelho,5.230978441701488,3.554366807245314,9.955859829498404
verde,6.293986381352625,2.5151303967640084,20.386814342014134
vermelho,6.957486889846171,6.9467172959695755,18.149763051738024
verde,4.545410647677732,7.69485387315587,16.536235984592672
verde,6.275580800840634,2.447895190294248,19.796535466794637
azul,5.843143119231002,0.49447436679347256,4.934884260498975
azul,9.01158010490989,8.48752700565235,10.685196059155711
azul,0.4544638034145787,0.09959741204303318,1.5312669212237517
azul,2.809631895922303,9.37112493921472,7.491445831727812
vermelho,9.504114840765588,6.276198739827059,23.744004048149687
azul,8.902637838909163,3.218466352013203,11.369193206821942
azul,4.55656752785713,2.464779095767362,5.434747314075362
verde,6.201325978015367,0.09005664264475244,18.56582559526407
vermelho,2.7738118298113266,2.3547141701087715,7.291158135447211
