timestamp,cidade,temperatura
2025-05-14T10:13:00Z,Porto Alegre,21
2025-05-14T10:13:05Z,Rio de Janeiro,42
2025-05-14T10:13:10Z,Fortaleza,22
2025-05-14T10:13:15Z,Rio de Janeiro,15
2025-05-14T10:13:20Z,Rio de Janeiro,39
2025-05-14T10:13:25Z,Porto Alegre,43
2025-05-14T10:13:30Z,Belo Horizonte,25
2025-05-14T10:13:35Z,Curitiba,33
2025-05-14T10:13:40Z,Belo Horizonte,33
2025-05-14T10:13:45Z,São Paulo,15
2025-05-14T10:13:50Z,Rio de Janeiro,29
2025-05-14T10:13:55Z,Curitiba,29
2025-05-14T10:14:00Z,Curitiba,35
2025-05-14T10:14:05Z,São Paulo,27
2025-05-14T10:14:10Z,Porto Alegre,21
2025-05-14T10:14:15Z,Salvador,35
2025-05-14T10:14:20Z,Rio de Janeiro,20
2025-05-14T10:14:25Z,Curitiba,35
2025-05-14T10:14:30Z,Rio de Janeiro,34
2025-05-14T10:14:35Z,Curitiba,29
2025-05-14T10:14:40Z,São Paulo,28
2025-05-14T10:14:45Z,Belo Horizonte,15
2025-05-14T10:14:50Z,Fortaleza,19
2025-05-14T10:14:55Z,Porto Alegre,15
2025-05-14T10:15:00Z,Rio de Janeiro,28
2025-05-14T10:15:05Z,Porto Alegre,20
2025-05-14T10:15:10Z,Fortaleza,15
2025-05-14T10:15:15Z,Porto Alegre,19
2025-05-14T10:15:20Z,Porto Alegre,29
2025-05-14T10:15:25Z,Salvador,27
2025-05-14T10:15:30Z,Salvador,34
2025-05-14T10:15:35Z,Porto Alegre,31
2025-05-14T10:15:40Z,Fortaleza,16
2025-05-14T10:15:45Z,Salvador,38
2025-05-14T10:15:50Z,Fortaleza,43
2025-05-14T10:15:55Z,São Paulo,15
2025-05-14T10:16:00Z,Salvador,28
2025-05-14T10:16:05Z,Belo Horizonte,17
2025-05-14T10:16:10Z,Porto Alegre,24
2025-05-14T10:16:15Z,Curitiba,44
2025-05-14T10:16:20Z,Porto Alegre,30
2025-05-14T10:16:25Z,Salvador,25
2025-05-14T10:16:30Z,Porto Alegre,16
2025-05-14T10:16:35Z,Curitiba,25
2025-05-14T10:16:40Z,Fortaleza,38
2025-05-14T10:16:45Z,Fortaleza,39
2025-05-14T10:16:50Z,Salvador,28
2025-05-14T10:16:55Z,Belo Horizonte,38
2025-05-14T10:17:00Z,Porto Alegre,24
2025-05-14T10:17:05Z,Fortaleza,16
2025-05-14T10:17:10Z,Fortaleza,33
2025-05-14T10:17:15Z,Salvador,43
2025-05-14T10:17:20Z,Fortaleza,42
2025-05-14T10:17:25Z,Curitiba,37
2025-05-14T10:17:30Z,São Paulo,15
2025-05-14T10:17:35Z,Fortaleza,29
2025-05-14T10:17:40Z,Belo Horizonte,18
2025-05-14T10:17:45Z,São Paulo,31
2025-05-14T10:17:50Z,Porto Alegre,34
2025-05-14T10:17:55Z,Rio de Janeiro,16
2025-05-14T10:18:00Z,Curitiba,24
2025-05-14T10:18:05Z,Rio de Janeiro,34
2025-05-14T10:18:10Z,Curitiba,25
2025-05-14T10:18:15Z,Belo Horizonte,23
2025-05-14T10:18:20Z,São Paulo,22
2025-05-14T10:18:25Z,Rio de Janeiro,37
2025-05-14T10:18:30Z,Fortaleza,32
2025-05-14T10:18:35Z,São Paulo,40
2025-05-14T10:18:40Z,Salvador,29
2025-05-14T10:18:45Z,Rio de Janeiro,29
2025-05-14T10:18:50Z,Fortaleza,25
2025-05-14T10:18:55Z,Belo Horizonte,37
2025-05-14T10:19:00Z,Salvador,38
2025-05-14T10:19:05Z,Curitiba,40
2025-05-14T10:19:10Z,Belo Horizonte,15
2025-05-14T10:19:15Z,Porto Alegre,41
2025-05-14T10:19:20Z,Belo Horizonte,16
2025-05-14T10:19:25Z,Fortaleza,15
2025-05-14T10:19:30Z,Fortaleza,16
2025-05-14T10:19:35Z,Rio de Janeiro,27
2025-05-14T10:19:40Z,Salvador,21
2025-05-14T10:19:45Z,Rio de Janeiro,20
2025-05-14T10:19:50Z,Fortaleza,36
2025-05-14T10:19:55Z,Curitiba,42
2025-05-14T10:20:00Z,Salvador,27
2025-05-14T10:20:05Z,São Paulo,22
2025-05-14T10:20:10Z,São Paulo,19
2025-05-14T10:20:15Z,Belo Horizonte,31
2025-05-14T10:20:20Z,Salvador,28
2025-05-14T10:20:25Z,São Paulo,23
2025-05-14T10:20:30Z,Salvador,35
2025-05-14T10:20:35Z,Salvador,33
2025-05-14T10:20:40Z,Rio de Janeiro,26
2025-05-14T10:20:45Z,Salvador,26
2025-05-14T10:20:50Z,São Paulo,23
2025-05-14T10:20:55Z,Curitiba,27
2025-05-14T10:21:00Z,Salvador,33
2025-05-14T10:21:05Z,São Paulo,24
2025-05-14T10:21:10Z,Rio de Janeiro,34
2025-05-14T10:21:15Z,Fortaleza,17
2025-05-14T10:21:20Z,Salvador,20
2025-05-14T10:21:25Z,Belo Horizonte,34
2025-05-14T10:21:30Z,Rio de Janeiro,44
2025-05-14T10:21:35Z,São Paulo,25
2025-05-14T10:21:40Z,Belo Horizonte,31
2025-05-14T10:21:45Z,São Paulo,22
2025-05-14T10:21:50Z,Fortaleza,36
2025-05-14T10:21:55Z,Fortaleza,34
2025-05-14T10:22:00Z,São Paulo,40
2025-05-14T10:22:05Z,Rio de Janeiro,34
2025-05-14T10:22:10Z,Belo Horizonte,36
2025-05-14T10:22:15Z,São Paulo,31
2025-05-14T10:22:20Z,Porto Alegre,37
2025-05-14T10:22:25Z,Rio de Janeiro,44
2025-05-14T10:22:30Z,Porto Alegre,29
2025-05-14T10:22:35Z,Rio de Janeiro,22
2025-05-14T10:22:40Z,Porto Alegre,38
2025-05-14T10:22:45Z,Porto Alegre,19
2025-05-14T10:22:50Z,Fortaleza,44
2025-05-14T10:22:55Z,Rio de Janeiro,31
2025-05-14T10:23:00Z,Rio de Janeiro,31
2025-05-14T10:23:05Z,Belo Horizonte,27
2025-05-14T10:23:10Z,Salvador,43
2025-05-14T10:23:15Z,Porto Alegre,15
2025-05-14T10:23:20Z,Porto Alegre,40
2025-05-14T10:23:25Z,Rio de Janeiro,32
2025-05-14T10:23:30Z,Salvador,29
2025-05-14T10:23:35Z,Porto Alegre,26
2025-05-14T10:23:40Z,Porto Alegre,43
2025-05-14T10:23:45Z,Curitiba,29
2025-05-14T10:23:50Z,Salvador,19
2025-05-14T10:23:55Z,Fortaleza,23
2025-05-14T10:24:00Z,São Paulo,33
2025-05-14T10:24:05Z,São Paulo,38
2025-05-14T10:24:10Z,São Paulo,16
2025-05-14T10:24:15Z,São Paulo,42
2025-05-14T10:24:20Z,Rio de Janeiro,16
2025-05-14T10:24:25Z,Fortaleza,23
2025-05-14T10:24:30Z,Belo Horizonte,16
2025-05-14T10:24:35Z,Porto Alegre,29
2025-05-14T10:24:40Z,Salvador,31
2025-05-14T10:24:45Z,Porto Alegre,28
2025-05-14T10:24:50Z,Rio de Janeiro,38
2025-05-14T10:24:55Z,Porto Alegre,18
2025-05-14T10:25:00Z,Curitiba,34
2025-05-14T10:25:05Z,Rio de Janeiro,37
2025-05-14T10:25:10Z,Fortaleza,37
2025-05-14T10:25:15Z,São Paulo,28
2025-05-14T10:25:20Z,Belo Horizonte,24
2025-05-14T10:25:25Z,Salvador,21
2025-05-14T10:25:30Z,Porto Alegre,30
2025-05-14T10:25:35Z,Fortaleza,37
2025-05-14T10:25:40Z,Salvador,23
2025-05-14T10:25:45Z,Belo Horizonte,21
2025-05-14T10:25:50Z,Curitiba,32
2025-05-14T10:25:55Z,Salvador,30
2025-05-14T10:26:00Z,Porto Alegre,30
2025-05-14T10:26:05Z,São Paulo,31
2025-05-14T10:26:10Z,Porto Alegre,35
2025-05-14T10:26:15Z,Curitiba,43
2025-05-14T10:26:20Z,Porto Alegre,23
2025-05-14T10:26:25Z,Belo Horizonte,30
2025-05-14T10:26:30Z,Fortaleza,24
2025-05-14T10:26:35Z,Fortaleza,16
2025-05-14T10:26:40Z,São Paulo,38
2025-05-14T10:26:45Z,Fortaleza,26
2025-05-14T10:26:50Z,Fortaleza,41
2025-05-14T10:26:55Z,Salvador,39
2025-05-14T10:27:00Z,Porto Alegre,16
2025-05-14T10:27:05Z,Curitiba,33
2025-05-14T10:27:10Z,Belo Horizonte,34
2025-05-14T10:27:15Z,São Paulo,42
2025-05-14T10:27:20Z,São Paulo,34
2025-05-14T10:27:25Z,Curitiba,31
2025-05-14T10:27:30Z,Rio de Janeiro,33
2025-05-14T10:27:35Z,Porto Alegre,35
2025-05-14T10:27:40Z,Fortaleza,18
2025-05-14T10:27:45Z,Belo Horizonte,23
2025-05-14T10:27:50Z,Fortaleza,32
2025-05-14T10:27:55Z,Rio de Janeiro,17
2025-05-14T10:28:00Z,Porto Alegre,35
2025-05-14T10:28:05Z,Fortaleza,21
2025-05-14T10:28:10Z,Curitiba,33
2025-05-14T10:28:15Z,Porto Alegre,43
2025-05-14T10:28:20Z,Rio de Janeiro,17
2025-05-14T10:28:25Z,Salvador,26
2025-05-14T10:28:30Z,Belo Horizonte,35
2025-05-14T10:28:35Z,Belo Horizonte,22
2025-05-14T10:28:40Z,Salvador,29
2025-05-14T10:28:45Z,Belo Horizonte,39
2025-05-14T10:28:50Z,Salvador,35
2025-05-14T10:28:55Z,Salvador,31
2025-05-14T10:29:00Z,Rio de Janeiro,33
2025-05-14T10:29:05Z,Salvador,30
2025-05-14T10:29:10Z,Porto Alegre,42
2025-05-14T10:29:15Z,Rio de Janeiro,43
2025-05-14T10:29:20Z,Salvador,32
2025-05-14T10:29:25Z,São Paulo,41
2025-05-14T10:29:30Z,São Paulo,27
2025-05-14T10:29:35Z,Rio de Janeiro,31
2025-05-14T10:29:40Z,Curitiba,38
2025-05-14T10:29:45Z,Salvador,18
2025-05-14T10:29:50Z,Porto Alegre,44
2025-05-14T10:29:55Z,São Paulo,44
2025-05-14T10:30:00Z,Fortaleza,22
2025-05-14T10:30:05Z,Curitiba,27
2025-05-14T10:30:10Z,Belo Horizonte,33
2025-05-14T10:30:15Z,Fortaleza,38
2025-05-14T10:30:20Z,Belo Horizonte,27
2025-05-14T10:30:25Z,Porto Alegre,16
2025-05-14T10:30:30Z,Rio de Janeiro,25
2025-05-14T10:30:35Z,Curitiba,26
2025-05-14T10:30:40Z,Porto Alegre,24
2025-05-14T10:30:45Z,Salvador,15
2025-05-14T10:30:50Z,Porto Alegre,17
2025-05-14T10:30:55Z,Rio de Janeiro,32
2025-05-14T10:31:00Z,Salvador,24
2025-05-14T10:31:05Z,Rio de Janeiro,36
2025-05-14T10:31:10Z,Curitiba,38
2025-05-14T10:31:15Z,Fortaleza,15
2025-05-14T10:31:20Z,Rio de Janeiro,29
2025-05-14T10:31:25Z,Belo Horizonte,15
2025-05-14T10:31:30Z,Fortaleza,39
2025-05-14T10:31:35Z,Rio de Janeiro,30
2025-05-14T10:31:40Z,São Paulo,16
2025-05-14T10:31:45Z,São Paulo,18
2025-05-14T10:31:50Z,Curitiba,32
2025-05-14T10:31:55Z,Rio de Janeiro,37
2025-05-14T10:32:00Z,São Paulo,26
2025-05-14T10:32:05Z,Fortaleza,35
2025-05-14T10:32:10Z,Rio de Janeiro,39
2025-05-14T10:32:15Z,Porto Alegre,16
2025-05-14T10:32:20Z,Curitiba,37
2025-05-14T10:32:25Z,Curitiba,30
2025-05-14T10:32:30Z,São Paulo,42
2025-05-14T10:32:35Z,Curitiba,39
2025-05-14T10:32:40Z,Fortaleza,40
2025-05-14T10:32:45Z,Fortaleza,31
2025-05-14T10:32:50Z,Curitiba,33
2025-05-14T10:32:55Z,Salvador,25
2025-05-14T10:33:00Z,Salvador,15
2025-05-14T10:33:05Z,Salvador,29
2025-05-14T10:33:10Z,Rio de Janeiro,34
2025-05-14T10:33:15Z,Belo Horizonte,21
2025-05-14T10:33:20Z,Belo Horizonte,27
2025-05-14T10:33:25Z,Rio de Janeiro,18
2025-05-14T10:33:30Z,Rio de Janeiro,43
2025-05-14T10:33:35Z,Curitiba,36
2025-05-14T10:33:40Z,Salvador,28
2025-05-14T10:33:45Z,São Paulo,22
2025-05-14T10:33:50Z,Fortaleza,24
2025-05-14T10:33:55Z,Fortaleza,29
2025-05-14T10:34:00Z,Fortaleza,44
2025-05-14T10:34:05Z,Porto Alegre,16
2025-05-14T10:34:10Z,Rio de Janeiro,44
2025-05-14T10:34:15Z,Belo Horizonte,27
2025-05-14T10:34:20Z,Fortaleza,21
2025-05-14T10:34:25Z,Curitiba,26
2025-05-14T10:34:30Z,Curitiba,30
2025-05-14T10:34:35Z,Rio de Janeiro,20
2025-05-14T10:34:40Z,São Paulo,42
2025-05-14T10:34:45Z,Porto Alegre,22
2025-05-14T10:34:50Z,Belo Horizonte,30
2025-05-14T10:34:55Z,Rio de Janeiro,38
2025-05-14T10:35:00Z,Belo Horizonte,37
2025-05-14T10:35:05Z,Salvador,41
2025-05-14T10:35:10Z,Fortaleza,30
2025-05-14T10:35:15Z,Belo Horizonte,37
2025-05-14T10:35:20Z,São Paulo,19
2025-05-14T10:35:25Z,São Paulo,28
2025-05-14T10:35:30Z,Salvador,31
2025-05-14T10:35:35Z,Porto Alegre,28
2025-05-14T10:35:40Z,Rio de Janeiro,16
2025-05-14T10:35:45Z,Belo Horizonte,34
2025-05-14T10:35:50Z,Salvador,37
2025-05-14T10:35:55Z,Fortaleza,36
2025-05-14T10:36:00Z,Rio de Janeiro,25
2025-05-14T10:36:05Z,Curitiba,39
2025-05-14T10:36:10Z,Belo Horizonte,39
2025-05-14T10:36:15Z,Belo Horizonte,34
2025-05-14T10:36:20Z,Belo Horizonte,39
2025-05-14T10:36:25Z,Porto Alegre,28
2025-05-14T10:36:30Z,São Paulo,26
2025-05-14T10:36:35Z,Porto Alegre,36
2025-05-14T10:36:40Z,Belo Horizonte,17
2025-05-14T10:36:45Z,São Paulo,40
2025-05-14T10:36:50Z,Salvador,22
2025-05-14T10:36:55Z,Curitiba,28
2025-05-14T10:37:00Z,Belo Horizonte,27
2025-05-14T10:37:05Z,Porto Alegre,37
2025-05-14T10:37:10Z,Porto Alegre,22
2025-05-14T10:37:15Z,Porto Alegre,28
2025-05-14T10:37:20Z,Salvador,16
2025-05-14T10:37:25Z,Porto Alegre,15
2025-05-14T10:37:30Z,São Paulo,31
2025-05-14T10:37:35Z,São Paulo,40
2025-05-14T10:37:40Z,Porto Alegre,31
2025-05-14T10:37:45Z,Curitiba,40
2025-05-14T10:37:50Z,São Paulo,37
2025-05-14T10:37:55Z,Fortaleza,28
2025-05-14T10:38:00Z,Salvador,21
2025-05-14T10:38:05Z,Salvador,33
2025-05-14T10:38:10Z,Belo Horizonte,29
2025-05-14T10:38:15Z,Porto Alegre,22
2025-05-14T10:38:20Z,Belo Horizonte,30
2025-05-14T10:38:25Z,São Paulo,41
2025-05-14T10:38:30Z,Salvador,31
2025-05-14T10:38:35Z,Fortaleza,29
2025-05-14T10:38:40Z,Curitiba,42
2025-05-14T10:38:45Z,Porto Alegre,43
2025-05-14T10:38:50Z,Curitiba,16
2025-05-14T10:38:55Z,Rio de Janeiro,43
2025-05-14T10:39:00Z,Belo Horizonte,30
2025-05-14T10:39:05Z,Porto Alegre,19
2025-05-14T10:39:10Z,Porto Alegre,43
2025-05-14T10:39:15Z,Porto Alegre,36
2025-05-14T10:39:20Z,Curitiba,37
2025-05-14T10:39:25Z,São Paulo,43
2025-05-14T10:39:30Z,Belo Horizonte,31
2025-05-14T10:39:35Z,Curitiba,23
2025-05-14T10:39:40Z,Rio de Janeiro,23
2025-05-14T10:39:45Z,Salvador,28
2025-05-14T10:39:50Z,Rio de Janeiro,38
2025-05-14T10:39:55Z,Rio de Janeiro,41
2025-05-14T10:40:00Z,Porto Alegre,35
2025-05-14T10:40:05Z,Salvador,35
2025-05-14T10:40:10Z,Fortaleza,19
2025-05-14T10:40:15Z,Fortaleza,31
2025-05-14T10:40:20Z,Salvador,39
2025-05-14T10:40:25Z,Curitiba,37
2025-05-14T10:40:30Z,Curitiba,24
2025-05-14T10:40:35Z,São Paulo,25
2025-05-14T10:40:40Z,Fortaleza,43
2025-05-14T10:40:45Z,Belo Horizonte,19
2025-05-14T10:40:50Z,Fortaleza,19
2025-05-14T10:40:55Z,Porto Alegre,17
2025-05-14T10:41:00Z,Belo Horizonte,38
2025-05-14T10:41:05Z,Porto Alegre,22
2025-05-14T10:41:10Z,Salvador,22
2025-05-14T10:41:15Z,Fortaleza,16
2025-05-14T10:41:20Z,Fortaleza,36
2025-05-14T10:41:25Z,Salvador,36
2025-05-14T10:41:30Z,Belo Horizonte,40
2025-05-14T10:41:35Z,Porto Alegre,28
2025-05-14T10:41:40Z,Fortaleza,26
2025-05-14T10:41:45Z,Porto Alegre,35
2025-05-14T10:41:50Z,São Paulo,18
2025-05-14T10:41:55Z,São Paulo,34
2025-05-14T10:42:00Z,Porto Alegre,32
2025-05-14T10:42:05Z,Rio de Janeiro,16
2025-05-14T10:42:10Z,Curitiba,15
2025-05-14T10:42:15Z,Porto Alegre,26
2025-05-14T10:42:20Z,Curitiba,44
2025-05-14T10:42:25Z,Porto Alegre,19
2025-05-14T10:42:30Z,São Paulo,40
2025-05-14T10:42:35Z,Belo Horizonte,31
2025-05-14T10:42:40Z,Salvador,27
2025-05-14T10:42:45Z,Porto Alegre,20
2025-05-14T10:42:50Z,Curitiba,15
2025-05-14T10:42:55Z,Rio de Janeiro,24
2025-05-14T10:43:00Z,Belo Horizonte,28
2025-05-14T10:43:05Z,Fortaleza,39
2025-05-14T10:43:10Z,Porto Alegre,40
2025-05-14T10:43:15Z,Belo Horizonte,26
2025-05-14T10:43:20Z,Curitiba,33
2025-05-14T10:43:25Z,São Paulo,18
2025-05-14T10:43:30Z,Salvador,20
2025-05-14T10:43:35Z,Fortaleza,29
2025-05-14T10:43:40Z,Curitiba,32
2025-05-14T10:43:45Z,Porto Alegre,18
2025-05-14T10:43:50Z,São Paulo,43
2025-05-14T10:43:55Z,Porto Alegre,22
2025-05-14T10:44:00Z,Porto Alegre,39
2025-05-14T10:44:05Z,Curitiba,17
2025-05-14T10:44:10Z,Salvador,41
2025-05-14T10:44:15Z,São Paulo,24
2025-05-14T10:44:20Z,Belo Horizonte,15
2025-05-14T10:44:25Z,Curitiba,33
2025-05-14T10:44:30Z,Salvador,26
2025-05-14T10:44:35Z,Fortaleza,34
2025-05-14T10:44:40Z,Fortaleza,30
2025-05-14T10:44:45Z,Belo Horizonte,16
2025-05-14T10:44:50Z,Belo Horizonte,18
2025-05-14T10:44:55Z,Porto Alegre,43
2025-05-14T10:45:00Z,Rio de Janeiro,38
2025-05-14T10:45:05Z,Fortaleza,44
2025-05-14T10:45:10Z,Salvador,18
2025-05-14T10:45:15Z,Fortaleza,37
2025-05-14T10:45:20Z,Porto Alegre,36
2025-05-14T10:45:25Z,Rio de Janeiro,42
2025-05-14T10:45:30Z,Porto Alegre,24
2025-05-14T10:45:35Z,Salvador,27
2025-05-14T10:45:40Z,São Paulo,26
2025-05-14T10:45:45Z,Porto Alegre,40
2025-05-14T10:45:50Z,Porto Alegre,44
2025-05-14T10:45:55Z,Fortaleza,19
2025-05-14T10:46:00Z,Salvador,42
2025-05-14T10:46:05Z,Porto Alegre,29
2025-05-14T10:46:10Z,São Paulo,27
2025-05-14T10:46:15Z,Salvador,22
2025-05-14T10:46:20Z,Porto Alegre,19
2025-05-14T10:46:25Z,Rio de Janeiro,16
2025-05-14T10:46:30Z,Belo Horizonte,43
2025-05-14T10:46:35Z,Porto Alegre,19
2025-05-14T10:46:40Z,Porto Alegre,16
2025-05-14T10:46:45Z,Porto Alegre,33
2025-05-14T10:46:50Z,São Paulo,19
2025-05-14T10:46:55Z,Porto Alegre,38
2025-05-14T10:47:00Z,Salvador,22
2025-05-14T10:47:05Z,São Paulo,37
2025-05-14T10:47:10Z,Curitiba,36
2025-05-14T10:47:15Z,Fortaleza,31
2025-05-14T10:47:20Z,São Paulo,43
2025-05-14T10:47:25Z,Fortaleza,39
2025-05-14T10:47:30Z,Salvador,42
2025-05-14T10:47:35Z,Salvador,27
2025-05-14T10:47:40Z,Fortaleza,42
2025-05-14T10:47:45Z,Curitiba,39
2025-05-14T10:47:50Z,Porto Alegre,26
2025-05-14T10:47:55Z,Belo Horizonte,34
